age,total_life,R_Country,H_Country,Same_RH_Country,Privacy,TLD,cheap_TLD,dom_has_hyphen,dom_has_digits,top1m,has_Social,external_links,internal_links,label
9.874,10,1,1,1,1,3,0,0,0,0,0,58,113,1
6.3726,8,1,1,1,0,1,0,0,0,0,0,0,44,1
5.5288,6,1,1,1,1,3,0,0,0,0,0,0,0,1
4.9041,5,1,1,1,0,1,0,0,0,0,0,0,2,1
4.8055,5,3,1,0,0,1,0,0,0,0,0,3,2,1
11.4548,12,1,1,1,0,1,0,0,0,0,1,5,52,1
6.1068,7,1,1,1,0,1,0,0,0,0,1,8,17,1
0.9041,1,4,1,0,0,1,0,0,0,0,0,12,42,1
4.4192,5,3,3,1,0,1,0,0,0,0,0,4,0,1
4.7123,5,4,3,0,0,1,0,1,0,0,0,0,179,1
7.7151,12,1,3,0,0,1,0,0,0,0,0,6,13,1
7.01,8.89,12,12,1,0,17,0,0,0,1,0,15,111,1
6.7151,7,1,1,1,1,1,0,0,1,0,1,6,1,1
5.2247,6,999,3,0,1,2,0,0,0,0,0,4,0,1
9.2959,10,3,7,0,1,3,0,0,0,1,1,26,82,1
4.4164,5,5,1,0,0,1,0,0,0,0,0,0,0,1
11.1315,16,1,1,1,0,1,0,0,0,1,1,12,25,1
4.9479,6,13,1,0,1,1,0,0,0,0,0,1,0,1
4.9808,6,14,9,0,0,1,0,0,0,0,0,0,0,1
6.9014,8,1,8,0,0,1,0,0,0,0,0,4,28,1
7.0466,8,2,1,0,0,1,0,0,0,0,0,0,0,1
5.1808,6,2,1,0,0,1,0,0,0,0,0,0,0,1
2,2,1,1,1,0,1,0,0,0,0,0,0,55,1
3.62466,6,1,1,1,0,1,0,0,0,0,0,1,0,1
5.4055,8,1,3,0,0,1,0,0,0,0,1,2,0,1
6.2603,7,26,26,1,0,18,0,0,0,0,1,48,19,1
1.6986,2,27,19,0,0,1,0,0,0,0,1,15,22,1
5.9945,7,1,3,0,0,1,0,0,0,0,1,6,0,1
5.337,6,1,3,0,0,1,0,0,0,0,0,0,1,1
5.674,6,1,1,1,1,3,0,0,0,0,0,0,1,1
12.9534,14,1,1,1,0,1,0,0,0,0,0,3,2,1
3.1479,4,1,1,1,0,1,0,0,0,0,0,0,0,1
6.5178,7,1,3,0,0,1,0,0,0,0,0,0,0,1
4.2849,5,2,1,0,0,1,0,0,0,0,0,0,105,1
1.8822,2,4,5,0,0,1,0,0,0,0,1,3,117,1
9,10,1,1,1,0,1,0,0,0,1,1,18,55,1
8.0685,13,999,3,0,1,2,0,0,0,0,0,2,1,1
8,9,1,9,0,0,1,0,0,0,0,1,4,17,1
1.2904,2,1,9,0,0,1,0,0,0,0,0,0,30,1
4.3233,5,1,1,1,0,1,0,0,0,0,0,2,0,1
8.6,9,2,1,0,0,1,0,0,0,0,0,0,4,1
9,11,1,16,0,0,1,0,0,0,1,1,14,261,1
6.2356,7,1,1,1,0,1,0,0,0,0,0,1,0,1
4.7699,7,1,1,1,0,1,0,0,1,0,0,1,17,1
0.6904,1,4,10,0,1,1,0,0,0,0,0,0,0,1
4.8082,5,4,3,0,0,1,0,0,0,0,0,1,0,1
4.4685,5,1,11,0,0,1,0,0,0,0,1,4,11,1
7.3342,8,1,1,1,0,1,0,0,0,0,0,0,2,1
5.3781,6,1,1,1,0,1,0,0,0,0,1,16,3,1
6.0932,7,1,12,0,0,1,0,0,0,0,0,0,0,1
0.9507,1,1,1,1,1,1,0,0,0,0,0,0,137,1
11.5342,12,1,3,0,0,1,0,0,0,0,0,2,0,1
4.3233,5,1,3,0,0,1,0,0,0,0,0,0,0,1
3.6575,4,1,11,0,0,1,0,0,1,0,0,0,0,1
5.2493,6,1,3,0,0,1,0,0,0,0,0,0,38,1
8.1863,9,2,3,0,0,1,0,0,0,0,1,4,0,1
6.7562,7,1,3,0,1,1,0,0,0,0,1,164,78,1
6.3945,7,1,1,1,1,19,0,0,0,0,0,2,6,1
7.6493,8,999,3,0,0,1,0,0,0,0,0,1,41,1
5.5315,6,2,3,0,1,20,0,0,0,0,0,3,41,1
4.726,5,2,8,0,0,1,0,0,0,0,0,2,7,1
4.5644,5,3,1,0,1,3,0,0,0,0,0,1,0,1
1.7452,3,2,3,0,0,1,0,0,0,0,0,2,0,1
9.0548,11,28,3,0,1,1,0,0,0,0,1,13,138,1
8.3863,9,1,1,1,1,1,0,0,0,0,0,8,60,1
8.7068,9,3,3,1,0,1,0,0,0,0,1,6,0,1
6.1096,7,3,3,1,0,1,0,0,0,0,1,14,39,1
4.7041,5,3,3,1,0,1,0,0,0,0,0,1,0,1
0.5096,1,1,9,0,0,11,1,0,0,0,0,2,0,1
1.8027,2,2,3,0,1,43,0,0,0,0,0,1,0,1
4.5699,5,1,3,0,0,1,0,0,0,0,0,0,0,1
1,1,1,3,0,1,43,0,0,0,0,0,0,0,1
4.5151,5,1,1,1,0,1,0,0,0,0,1,21,0,1
4.0521,5,3,3,1,0,1,0,0,0,0,0,0,12,1
0.126,1,2,3,0,1,3,0,1,0,0,0,0,0,1
8,8,1,16,0,0,1,0,0,0,0,0,10,26,1
9.8712,13,3,7,0,0,1,0,0,0,0,1,3,21,1
7.0219,8,3,3,1,0,1,0,0,0,0,1,2,0,1
7.9151,8,1,3,0,1,1,0,0,0,0,0,0,135,1
4.474,5,1,1,1,0,1,0,0,0,0,0,0,0,1
4.0274,5,2,1,0,1,43,0,0,0,0,0,0,0,1
2.0986,4,1,1,1,0,7,1,0,0,0,0,8,0,1
5.0658,6,1,9,0,0,1,0,0,0,0,1,4,33,1
1.1425,3,1,1,1,0,1,0,0,0,0,0,4,0,1
5.5534,6,2,3,0,0,1,0,0,0,1,1,4,0,1
12.463,13,1,3,0,0,1,0,1,0,1,0,0,34,1
5.1425,6,3,3,1,0,1,0,0,0,0,1,9,2,1
7.7123,8,1,1,1,1,3,0,0,0,0,0,0,10,1
6.6438,7,29,3,0,0,1,0,0,0,0,1,6,7,1
8.8521,9,1,3,0,0,1,0,0,0,0,0,2,0,1
4.4329,5,2,3,0,0,1,0,0,0,0,0,46,0,1
3.7068,4,1,1,1,1,1,0,0,0,0,0,0,0,1
8,10,1,1,1,0,1,0,0,0,1,0,5,25,1
3.937,4,3,3,1,0,1,0,1,0,0,0,1,0,1
4.0849,5,1,7,0,0,1,0,1,0,0,0,1,0,1
3.8932,4,3,3,1,0,1,0,0,0,0,1,2,0,1
3.6027,4,2,7,0,0,1,0,0,0,0,1,2,0,1
4.1644,5,1,1,1,0,5,0,0,0,0,0,6,19,1
5.7068,6,30,1,0,0,1,0,0,0,0,1,2,14,1
4.3479,5,2,10,0,0,1,0,0,0,0,0,1,0,1
4,4,1,1,1,0,1,0,0,0,0,0,2,0,1
8,10,31,1,0,1,43,0,1,0,0,0,2,25,1
9,9,1,1,1,0,1,0,0,0,0,1,11,149,1
8.5,9,1,3,0,0,1,0,0,0,0,1,10,119,1
6.7233,7,14,3,0,0,1,0,0,0,0,0,23,0,1
2.1014,3,1,1,1,1,1,0,0,0,0,0,9,0,1
3.8795,4,1,3,0,0,1,0,1,1,0,0,0,0,1
5.3096,6,3,1,0,0,1,0,0,0,0,1,3,5,1
8.4603,9,1,3,0,0,1,0,0,0,0,1,5,0,1
10.3479,12,1,1,1,0,1,0,0,0,0,0,0,9,1
3.8411,4,1,10,0,0,1,0,0,0,0,1,18,1,1
3.4493,4,7,7,1,1,21,0,0,0,0,1,2,0,1
9,9.5,11,16,0,0,1,0,0,0,1,1,17,78,1
8.1397,9,1,1,1,0,1,0,0,0,1,1,3,5,1
11.6055,12,1,1,1,0,1,0,0,0,0,1,12,44,1
7.2575,8,999,1,0,1,11,0,0,0,1,1,28,0,1
0.611,1,3,3,1,0,1,0,0,0,0,0,0,0,1
9.7699,11,1,1,1,0,1,0,0,0,0,1,8,1,1
0.011,1,1,9,0,0,1,0,0,0,0,0,0,59,1
7.8521,9,1,1,1,0,1,0,0,0,0,1,3,7,1
6.8986,7,3,1,0,0,1,0,0,0,0,1,19,0,1
5.5151,8,4,1,0,0,1,0,0,0,0,1,1,127,1
27.3589,28,999,16,0,1,6,0,0,0,1,1,11,35,1
6.4603,7,1,1,1,0,5,0,0,0,0,1,11,11,1
0.5233,1,4,1,0,0,1,0,0,0,0,0,1,34,1
5.6548,6,1,1,1,0,1,0,0,0,0,0,0,0,1
6.9178,8,1,1,1,0,1,0,0,0,0,1,7,476,1
9.3288,11,1,1,1,0,1,0,0,0,0,1,87,0,1
25.1123,26,1,16,0,0,1,0,0,0,1,1,144,46,1
9.074,10,1,3,0,0,1,0,0,0,0,1,14,1,1
6.7836,8,1,3,0,0,1,0,0,0,1,1,4,3,1
7.274,8,1,1,1,0,1,0,0,0,0,0,2,0,1
12.8356,13,1,1,1,0,1,0,0,0,0,0,0,10,1
7.9589,9,2,3,0,0,1,0,0,1,0,0,20,12,1
11.1096,12,1,1,1,0,1,0,0,0,0,0,0,0,1
7.4658,8,1,1,1,0,1,0,0,0,0,0,0,0,1
0.6082,1,11,10,0,1,1,0,0,0,0,0,0,0,1
5.1507,6,1,1,1,0,1,0,0,0,0,0,0,0,1
0.3753,2,1,1,1,0,1,0,0,0,0,0,0,0,1
0.726,1,1,9,0,1,22,0,0,0,0,0,0,0,1
0.5781,1,32,5,0,0,1,0,0,0,0,0,5,12,1
6.1288,8,1,1,1,0,1,0,0,0,0,0,0,0,1
5.4,6,2,3,0,0,1,0,0,0,0,0,0,58,1
5,5,1,1,1,0,1,0,0,0,0,0,10,0,1
5.0767,6,1,7,0,1,9,0,0,0,0,1,7,0,1
7.0438,9,1,1,1,0,1,0,0,0,0,1,2,3,1
4.8986,5,1,3,0,0,1,0,0,0,0,0,0,0,1
4.5781,5,1,3,0,0,1,0,0,0,0,0,0,0,1
5.2986,6,3,3,1,0,1,0,0,0,0,1,12,4,1
5.3288,6,1,1,1,0,1,0,0,0,0,0,1,0,1
10.1068,13,1,3,0,0,1,0,0,0,0,1,2,1,1
11.2877,12,1,1,1,1,1,0,0,0,0,1,19,78,1
12.6822,13,33,3,0,0,1,0,0,0,0,0,0,2,1
11.7808,12,31,31,1,0,23,0,0,0,1,1,18,2,1
5.2685,6,1,3,0,0,1,0,0,0,0,1,9,0,1
1.9671,3,1,1,1,1,1,0,0,0,0,0,4,0,1
9.5397,10,2,1,0,0,1,0,0,0,0,1,1,0,1
6.8274,7,4,9,0,0,1,0,0,0,0,0,5,113,1
5.9808,6,999,3,0,1,24,0,0,0,1,1,41,144,1
8.6849,9,1,3,0,0,25,0,0,0,1,0,0,0,1
5.5726,7,3,1,0,0,1,0,0,0,0,1,24,0,1
6,6,3,3,1,0,1,0,0,0,0,1,17,65,1
6.0274,9,1,1,1,0,1,0,0,0,0,1,20,0,1
11.8,14,1,12,0,0,1,0,0,0,1,0,2,9,1
11.0849,13,999,11,0,1,6,0,0,0,0,1,7,1,1
12.9014,13,9,34,0,1,3,0,0,0,0,0,0,0,1
9.926,10,1,1,1,0,1,0,0,0,0,1,18,34,1
4.274,5,1,10,0,0,1,0,0,0,0,0,0,0,1
7.3178,8,1,1,1,0,1,0,0,0,0,1,8,1,1
8.6192,9,1,1,1,0,1,0,0,0,0,0,0,0,1
11.8849,12,1,3,0,1,1,0,0,0,0,1,9,2,1
12.2329,17,35,3,0,1,1,0,0,0,1,0,13,0,1
12.0384,13,1,1,1,0,1,0,0,0,0,0,0,0,1
5.3562,6,2,36,0,0,1,0,0,0,0,0,136,0,1
12.8521,13,37,37,1,1,1,0,1,0,0,0,4,109,1
4.9178,6,11,1,0,1,1,0,1,1,0,1,18,0,1
5.2685,6,1,1,1,0,1,0,0,0,0,0,0,1,1
5.8877,6,1,10,0,1,1,0,0,0,0,0,1,0,1
5.7973,6,1,3,0,0,1,0,0,0,0,0,0,13,1
1.6384,2,4,5,0,1,1,0,0,0,0,0,3,0,1
8.8274,9,1,1,1,0,1,0,0,0,0,1,4,0,1
27.3589,28,999,3,0,1,6,0,0,0,1,1,57,0,1
4.3671,5,1,1,1,0,1,0,1,0,0,0,7,0,1
11.0795,12,1,3,0,0,1,0,1,0,0,1,4,6,1
7.8548,8,2,3,0,1,3,0,0,1,0,0,8,5,1
2.874,3,1,1,1,0,1,0,0,0,0,0,0,0,1
10.5123,11,10,3,0,0,1,0,0,0,0,0,1,1,1
1.6877,2,1,1,1,1,1,0,0,1,0,1,15,0,1
0.9452,1,1,9,0,0,1,0,0,1,0,0,0,0,1
7.7452,8,15,1,0,0,26,0,0,0,1,1,7,46,0
16.0329,18,15,3,0,0,5,0,0,0,1,1,60,158,0
20.0767,21,1,1,1,0,1,0,0,0,1,1,4,84,0
29.4356,30,1,1,1,0,1,0,0,0,1,1,15,42,0
13.7452,15,1,3,0,0,1,0,0,0,1,0,0,0,0
28.326,30,1,1,1,0,1,0,0,0,1,0,0,178,0
17.7699,18,3,3,1,0,1,0,0,0,0,0,3,0,0
0.7753,2,5,5,1,1,1,0,1,0,0,1,5,4,0
13.6192,14,1,1,1,1,43,0,0,0,1,1,13,0,0
27.7808,28,11,1,0,0,1,0,0,0,1,0,0,0,0
26.7041,35,1,7,0,0,1,0,0,0,1,0,21,0,0
29.1123,30,1,1,1,0,1,0,0,0,1,0,0,0,0
28.0712,33,1,7,0,0,1,0,0,0,1,0,0,0,0
24.6603,25,38,9,0,1,1,0,0,0,1,1,11,29,0
29.5726,30,1,1,1,0,1,0,0,0,1,0,0,0,0
15.4658,20,1,3,0,1,3,0,0,0,1,0,1,0,0
20.5,21,1,7,0,0,1,0,0,0,1,0,5,16,0
26.2384,30,1,1,1,0,1,0,0,0,1,0,5,16,0
23.5,24,1,8,0,0,1,0,0,0,1,0,5,16,0
24.3425,25,1,3,0,0,5,0,0,0,1,1,11,6,0
37.7836,38,1,1,1,0,1,0,0,0,1,1,10,409,0
0,1,999,16,0,1,27,0,0,0,1,0,12,16,0
24.6575,26,4,1,0,0,1,0,0,0,1,0,3,38,0
30.4877,31,1,3,0,0,1,0,0,0,1,0,58,120,0
23.6274,32,1,7,0,0,1,0,0,0,1,1,8,158,0
18.7479,20,3,3,1,0,1,0,0,0,1,1,21,106,0
24.8521,25,1,1,1,0,1,0,0,0,1,1,26,45,0
24.9534,31,1,1,1,1,3,0,0,0,1,0,4,50,0
23.6986,24,1,1,1,0,1,0,0,0,1,0,0,0,0
23.1479,24,3,11,0,0,2,0,0,0,1,1,17,32,0
18.0877,19,1,1,1,0,5,0,0,0,1,0,0,0,0
26.1918,27,999,1,0,1,42,0,0,0,1,1,31,202,0
37.2767,38,1,1,1,0,28,0,0,0,1,1,46,101,0
34.5781,36,1,1,1,0,1,0,0,0,1,1,5,12,0
18.5644,19,1,1,1,0,1,0,0,0,1,0,1,0,0
31.0603,32,1,1,1,0,1,0,0,0,1,1,19,67,0
13.1671,14,8,3,0,1,1,0,0,0,1,0,0,0,0
28.6082,38,4,4,1,0,1,0,0,0,1,0,23,174,0
23.9288,24,16,3,0,0,1,0,0,0,1,1,5,8,0
24.3479,25,11,1,0,0,1,0,0,0,1,1,10,13,0
15.1671,17,1,3,0,0,1,0,0,0,1,1,9,5,0
29.7726,30,1,1,1,0,1,0,0,0,1,1,14,14,0
9.4795,12,2,3,0,1,9,0,0,0,0,1,19,11,0
14.8027,15,1,3,0,0,1,0,0,0,1,1,10,29,0
10.7753,13,1,3,0,0,1,0,0,0,1,1,16,11,0
24.3808,25,1,1,1,0,1,0,0,0,1,0,0,0,0
24.989,28,2,3,0,0,1,0,0,0,1,0,1,1,0
19.8986,21,1,3,0,1,1,0,0,0,1,0,0,8,0
23.0767,29,1,1,1,1,5,0,0,0,1,0,3,8,0
27.8521,28,1,8,0,0,1,0,0,0,1,1,18,36,0
29.8137,30,1,8,0,0,1,0,0,0,1,1,12,129,0
37.5342,38,1,3,0,0,28,0,0,0,1,1,7,107,0
26.4685,27,1,8,0,0,1,0,0,0,1,1,17,4,0
27.9945,29,1,1,1,1,3,0,0,0,1,0,0,0,0
19.8411,21,1,1,1,0,1,0,0,0,1,0,0,0,0
23.3726,24,999,8,0,1,42,0,0,0,1,1,6,42,0
23.9151,27,4,4,1,0,1,0,0,0,1,0,20,107,0
28.7562,31,1,3,0,1,3,0,0,0,1,0,4,9,0
36.7452,37,1,1,1,0,28,0,0,0,1,1,5,48,0
26.063,27,1,10,0,1,5,0,0,0,1,1,44,113,0
17.5014,19,1,1,1,0,1,0,0,0,1,0,0,0,0
28.6493,29,1,1,1,1,3,0,0,0,1,1,19,105,0
32.3315,39,1,3,0,1,3,0,0,0,1,1,100,403,0
29.5288,30,5,8,0,0,1,0,0,0,1,1,17,453,0
10.7479,12,1,1,1,1,9,0,0,0,0,0,28,0,0
25.7671,30,1,1,1,0,1,0,0,0,1,1,14,6,0
27.3616,28,999,3,0,1,6,0,0,0,1,0,33,16,0
25.9507,31,1,1,1,0,1,0,0,0,1,0,0,0,0
18.7342,20,8,8,1,0,1,0,0,0,1,0,0,0,0
20.3945,26,1,1,1,1,3,0,0,0,1,1,9,233,0
27.3616,28,999,8,0,1,6,0,0,0,1,0,21,355,0
26.1918,27,999,1,0,1,42,0,0,0,1,0,3,0,0
17.6301,24,25,1,0,0,1,0,0,0,1,0,0,0,0
36.5863,37,1,1,1,0,1,0,0,0,1,1,6,29,0
6.6384,7,1,1,1,0,29,1,0,0,1,1,40,0,0
29.0877,30,1,3,0,0,1,0,0,0,1,0,0,0,0
27.6219,29,1,1,1,1,3,0,0,0,1,0,0,0,0
16.8849,20,8,1,0,1,1,0,0,0,1,1,5,10,0
28.5945,29,1,3,0,0,1,0,0,0,1,1,42,44,0
19.8767,20,1,1,1,0,1,0,0,0,1,0,0,0,0
28.6712,34,1,1,1,1,3,0,0,0,1,1,12,300,0
32.6164,34,1,1,1,0,1,0,0,0,1,0,0,1,0
33.0027,34,1,3,0,0,1,0,0,0,1,0,0,0,0
30.4137,39,39,3,0,1,3,0,0,0,1,1,22,41,0
25.6521,26,9,16,0,0,1,0,0,0,1,0,4,80,0
19.5151,28,1,8,0,0,1,0,0,0,1,0,0,0,0
17.8685,18,1,9,0,0,1,0,0,0,1,1,4,89,0
18.7479,19,1,16,0,0,1,0,0,0,1,1,13,274,0
24.589,25,1,16,0,0,28,0,0,0,1,0,1,140,0
9.5644,10,15,3,0,1,1,0,0,0,1,0,0,0,0
28.9562,29,1,3,0,0,1,0,0,0,1,0,1,0,0
22.8986,23,3,3,1,1,3,0,0,0,1,1,21,40,0
35.0301,36,1,1,1,0,1,0,0,0,1,0,1,14,0
38.5616,39,1,8,0,0,28,0,0,0,1,1,9,20,0
19.9671,21,4,4,1,0,1,0,0,0,1,0,0,0,0
25.9205,26,1,1,1,0,1,0,0,0,1,0,97,24,0
29.9973,31,1,16,0,1,3,0,0,0,1,1,6,181,0
31.2986,32,10,10,1,1,1,0,0,0,1,0,14,123,0
20.7096,22,1,1,1,0,1,0,0,0,1,1,13,40,0
19.2877,22,1,10,0,0,1,0,0,0,1,0,14,56,0
30.2219,33,1,1,1,1,1,0,0,0,1,1,15,245,0
23.3589,24,1,1,1,0,1,0,0,0,0,0,0,0,0
24.6438,25,1,1,1,0,1,0,0,0,1,0,164,10,0
29.2027,30,1,1,1,0,1,0,0,0,1,1,32,0,0
13.8767,13,1,16,0,0,1,0,0,0,1,1,7,6,0
28.7945,29,8,16,0,1,1,0,0,0,1,1,13,68,0
30.9342,30,1,8,0,0,1,0,0,0,1,1,30,144,0
20.5315,21,1,3,0,1,1,0,0,0,1,0,0,0,0
24.1068,25,1,16,0,1,3,0,0,0,1,0,0,0,0
14.0301,15,1,3,0,0,1,0,0,0,1,0,1,0,0
19.4,20,1,1,1,0,1,0,0,0,1,0,4,10,0
27.3918,27,40,16,0,1,1,0,0,0,1,0,1,13,0
26.1918,26,999,1,0,1,42,0,0,0,1,1,11,10,0
18.0192,18,10,3,0,1,1,0,0,0,1,0,2,6,0
20.0219,21,1,39,0,0,1,0,0,0,1,0,0,0,0
16.1644,17,1,10,0,0,1,0,0,0,1,1,11,32,0
23.7726,32,1,1,1,0,1,0,0,0,1,1,20,168,0
26.5397,31,11,1,0,0,1,0,0,0,1,1,16,26,0
21.0027,22,1,1,1,0,1,0,0,0,1,1,8,6,0
24.8932,28,1,3,0,1,3,0,0,0,1,1,8,3,0
18.389,20,1,3,0,0,1,0,0,0,1,1,20,106,0
16.4411,17,19,16,0,1,1,0,0,0,1,1,7,26,0
28.8986,29,1,1,1,0,1,0,0,0,1,0,4,492,0
26.537,27,9,8,0,0,1,0,0,0,1,0,9,9,0
17.6411,24,1,1,1,1,1,0,1,0,1,0,0,0,0
37.7397,38,1,8,0,0,1,0,0,0,1,0,0,1,0
19.3315,24,11,9,0,1,3,0,0,0,1,0,3,2,0
31.1205,32,1,1,1,1,3,0,0,0,1,0,0,0,0
18.2767,19,1,3,0,0,1,0,0,0,1,0,0,0,0
29.1671,30,1,1,1,0,1,0,0,0,1,0,0,0,0
19.4904,28,1,1,1,0,1,0,0,0,1,1,11,18,0
35.0575,36,1,1,1,0,1,0,0,0,1,0,2,58,0
27.8685,28,1,3,0,0,1,0,0,0,1,0,2,0,0
36.6986,37,1,1,1,0,28,0,0,0,1,1,13,30,0
14.4986,15,1,1,1,1,16,0,0,0,1,0,0,0,0
29.5479,30,1,1,1,1,1,0,0,0,1,1,9,98,0
18.611,19,1,3,0,0,1,0,0,0,1,0,12,61,0
27.3616,28,999,1,0,1,6,0,0,0,1,1,57,0,0
28.9973,34,1,8,0,1,3,0,0,0,1,0,0,0,0
26.1918,27,999,1,0,1,42,0,0,0,1,1,21,12,0
28.8,29,1,1,1,1,3,0,0,0,1,0,0,0,0
26.1918,27,999,1,0,1,42,0,0,0,1,0,0,0,0
20.6932,24,1,3,0,1,1,0,0,0,1,0,0,0,0
27.7671,35,1,1,1,0,1,0,0,0,1,0,0,0,0
29.0137,30,10,10,1,1,1,0,0,0,1,0,0,0,0
26.3644,27,1,16,0,0,1,0,0,0,1,1,32,346,0
25.3096,26,1,3,0,0,1,0,0,0,1,1,7,46,0
21.9534,23,1,3,0,0,1,0,0,0,1,0,0,0,0
38.2055,39,1,1,1,0,28,0,0,0,1,1,16,104,0
29.0329,30,11,3,0,0,1,0,0,0,1,1,2,147,0
38.4164,39,1,1,1,0,28,0,0,0,1,1,6,87,0
19.5288,20,11,11,1,0,1,0,0,0,1,1,28,5,0
25.5452,26,1,1,1,0,1,0,0,0,1,0,2,0,0
25.8795,26,1,1,1,1,3,0,0,0,1,1,9,25,0
24.0932,25,1,16,0,0,1,0,0,0,1,1,7,5,0
19.9918,22,1,11,0,0,1,0,0,0,1,0,8,10,0
0,1,999,1,0,1,30,0,0,0,1,0,0,0,0
27.8192,30,1,1,1,1,3,0,0,0,1,0,0,1,0
29.3178,30,1,1,1,0,1,0,0,0,1,0,1,0,0
26.1918,27,999,3,0,1,42,0,0,0,1,1,17,16,0
14.9589,21,1,8,0,1,1,0,0,0,1,1,3,0,0
18.9616,19,1,8,0,0,1,0,0,0,1,1,33,157,0
24.7288,112,4,4,1,0,1,0,0,0,1,0,0,0,0
28.0411,29,11,16,0,1,3,0,0,0,1,1,19,146,0
30.063,31,1,16,0,0,1,0,0,0,1,1,28,119,0
22.4466,27,1,8,0,0,1,0,0,0,1,1,15,46,0
26.5425,27,1,1,1,0,1,0,0,0,1,1,11,40,0
25.0247,26,1,1,1,0,1,0,0,0,1,0,0,13,0
27.1671,29,3,3,1,0,1,0,0,0,1,1,10,86,0
38.1945,39,1,1,1,0,28,0,0,0,1,1,14,74,0
38.6411,39,1,1,1,0,28,0,0,0,1,0,0,0,0
18.3753,19,10,16,0,1,1,0,0,0,1,0,5,2,0
10.7753,11,1,3,0,0,1,0,0,0,1,1,10,54,0
29.0356,30,17,17,0,0,1,0,0,0,1,0,13,6,0
25.337,26,1,1,1,0,1,0,0,0,1,0,1,0,0
27.2,28,1,1,1,0,1,0,0,0,1,1,75,404,0
20.2301,21,11,1,0,0,31,0,0,0,1,1,35,127,0
25.5288,26,18,3,0,1,32,0,0,0,1,1,9,18,0
17.0055,18,1,1,1,0,1,0,0,0,1,0,0,0,0
24.8384,25,1,16,0,0,1,0,1,0,1,1,22,16,0
38.4438,39,1,1,1,0,28,0,0,0,1,1,15,45,0
4.9096,5,9,3,0,1,3,0,0,0,1,0,8,19,0
30.4466,31,9,15,0,0,1,0,0,0,1,1,11,8,0
28.6274,29,1,1,1,0,1,0,0,0,1,1,14,37,0
17.9452,18,10,10,1,1,1,0,0,0,1,1,15,28,0
28.2493,29,1,1,1,0,1,0,0,0,1,0,3,171,0
20.6301,21,1,1,1,0,1,0,0,0,1,1,61,41,0
24.4685,25,1,1,1,0,1,0,0,0,1,0,0,0,0
14.1753,15,1,16,0,1,33,0,0,0,1,0,1,4,0
23.6192,24,4,4,1,1,1,0,0,0,1,0,623,31,0
28.0055,29,18,18,1,1,3,0,0,0,1,1,6,2,0
15.7205,16,1,8,0,1,1,0,0,0,1,1,4,0,0
14.2712,15,1,1,1,0,1,0,0,0,0,0,1,10,0
18.7479,19,1,16,0,0,1,0,0,0,1,1,286,1,0
0,1,999,8,0,1,34,0,0,0,1,1,61,0,0
16.6384,17,11,3,0,0,1,0,0,0,1,1,8,76,0
15.2603,24,1,8,0,0,1,0,0,0,1,1,17,55,0
24.1671,27,4,4,1,0,1,0,0,0,1,0,1,9,0
25.0822,26,11,1,0,0,1,0,0,0,1,0,27,0,0
8.7781,9,999,3,0,1,35,0,0,0,1,1,7,0,0
29.4356,34,1,3,0,1,3,0,0,1,1,1,4,73,0
15.8301,16,10,3,0,0,5,0,0,0,1,0,1,2,0
15.5589,24,1,1,1,0,36,0,0,0,1,1,88,0,0
17.8219,18,1,16,0,1,3,0,0,0,1,1,4,37,0
4.8137,5,1,1,1,1,37,0,0,0,1,0,1,0,0
27.3616,28,999,16,0,1,6,0,0,0,1,0,0,2,0
24.7781,33,1,1,1,0,1,0,0,0,1,0,0,0,0
19.1342,26,4,4,1,0,1,0,0,0,1,0,0,0,0
28.474,29,1,12,0,0,1,0,0,0,1,1,19,273,0
26.1918,27,999,36,0,1,42,0,0,0,1,1,32,27,0
27.8027,33,1,1,1,0,1,0,0,0,1,0,2,0,0
18.9616,19,1,10,0,1,3,0,0,0,1,1,3,14,0
24.6575,25,41,6,0,0,1,0,0,0,1,1,11,95,0
29.8986,31,1,1,1,0,1,0,0,0,1,0,47,582,0
28.7123,38,1,1,1,1,3,0,0,0,1,1,36,33,0
20.4959,22,1,1,1,0,1,0,0,0,1,1,13,63,0
30.526,31,18,1,0,0,1,0,0,0,1,1,14,14,0
18.8685,19,1,1,1,0,1,0,0,0,0,0,0,0,0
29.337,30,11,8,0,0,1,0,0,0,1,1,10,59,0
15.6082,16,32,32,1,1,20,0,0,0,1,1,19,19,0
38.6411,39,1,3,0,0,28,0,0,0,1,1,38,104,0
23.8849,24,1,1,1,0,1,0,0,0,1,0,6,0,0
26.2164,27,999,6,0,1,4,0,0,0,1,0,0,0,0
29.0932,30,1,1,1,0,1,0,0,0,1,1,9,8,0
25.7973,26,11,1,0,0,1,0,0,0,1,0,0,0,0
13.5507,14,1,11,0,1,20,0,0,0,1,1,2,0,0
23.3342,24,1,8,0,0,1,0,0,0,1,1,23,319,0
17.6986,18,1,1,1,0,1,0,0,0,1,1,6,19,0
36.7397,37,1,1,1,0,28,0,0,0,1,1,36,127,0
21.1014,22,1,3,0,0,1,0,0,0,1,0,0,141,0
36.8164,38,1,1,1,1,1,0,0,0,1,0,1,8,0
18.8137,19,1,8,0,0,1,0,0,0,1,0,1,7,0
26.8384,27,1,1,1,1,3,0,0,0,1,1,70,106,0
20.6384,21,4,4,1,0,1,0,0,0,1,0,0,108,0
21.4712,22,11,16,0,0,1,0,0,0,1,1,8,11,0
